address_name,id,name,type,full_name,purpose_name,address_comment,building_name,is_deleted
"улица Александры Монаховой, 107 к1",70000001077124393,"Брекет-центр, стоматологическая клиника",branch,,,,,
"Пятницкое шоссе, 23",4504127908388555,"Дельта-дент, стоматологическая клиника",branch,,,,,
"Советская улица, 9",4504127908536906,Стоматолог,branch,,,цокольный этаж,,
"Молодёжная улица, 63 к3",4504127909076243,"Новодент, центр инновационной стоматологии",branch,,,1 этаж,,
"2-й Покровский проезд, 4 к1",70000001018954385,"Полидентал, стоматологическая клиника",branch,,,1 этаж,,
"улица Крупской, 18 к2",70000001030165487,Медицинский центр профессиональной стоматологии,branch,,,1 этаж,,
"улица Самуила Маршака, 18",70000001040336425,"Граальдент, стоматологическая клиника",branch,,,1 этаж,,
"Логистическая улица, ст9Б",70000001105129279,Стоматологический кабинет,branch,,,3 этаж,,
"Лесная улица, 5",4504127916307894,"Улыбка, стоматологический центр",branch,,,107 офис; 1 этаж,,
"Стрелецкая улица, 16",4504127917942507,"Дента-Люкс, стоматологическая клиника",branch,,,1 этаж,,
"Песчаная улица, 8",70000001019401314,"Аметист, стоматологическая клиника",branch,,,4 помещение; 1 этаж,,
"Ярославское шоссе, 10",70000001020116164,"Мед-стом, стоматологический центр",branch,,,1 этаж,,
"Лётная улица, 12",70000001032059551,"Юдент, стоматология",branch,,,1 этаж,,
"Успенская улица, 4",70000001051528120,"Laki, стоматологическая клиника",branch,,,1 этаж,,
"1-й Добролюбовский проезд, 4",70000001096225071,Стоматолог и Я,branch,"Пушкино, 1-й Добролюбовский проезд, 4",Частный дом,,,
"Рощинская улица, 9",70000001024112864,"Денталь, стоматологический центр",branch,,,1 этаж,,
"Юбилейная улица, 7а",70000001026765845,"Люксимед, стоматологический центр",branch,,,1 этаж,,
"Сущёвская улица, 27 ст2",70000001102923608,"Ortodont-studiya, стоматологическая клиника",branch,,,3 этаж; В4 подъезд,,
"улица Граничная, 24",70000001109919366,"Мир Улыбок, стоматологическая клиника",branch,,,,,
"Колхозная улица, 4",4504127908664577,Стоматология,branch,,,1 помещение; 1 этаж,,
"Советская улица, 47",4504127921604822,Стоматологический кабинет,branch,,,201-202 офис; 2 этаж,,
"село Усово, ст100 к Г",70000001033234832,"Clean dent, стоматологическая клиника",branch,,,1 этаж,,
"Текстильная улица, 4",70000001049257711,"Медика, стоматологическая клиника доктора Балкизова",branch,,,3 офис,,
"посёлок Ржавки, ст3а",70000001044458117,"АлисаДент, стоматологическая клиника",branch,,,2 помещение,,
"улица Раменки, 20",70000001053695980,"Flc dental, клиника",branch,,,1 этаж,,
"улица Пушкина, 6а",70000001094323755,"Вита, стоматологическая клиника",branch,,,1 этаж,,
"Шубинский переулок, 6 ст1",70000001110890985,Стоматологический кабинет,branch,,,315 кабинет; 3 этаж,,
"улица Гризодубовой, 6",70000001023957986,Первая стоматологическая клиника,branch,,,,,
"Зеленоград, к1805",70000001097280052,"Адента, стоматологический кабинет",branch,,,1 этаж,,
"Суздальская улица, 34 к1",4504127908381160,"Stom2, стоматологическая клиника",branch,,,1 этаж,,
"улица Ломоносова, 10",70000001020308580,"Вам дент, стоматологическая клиника",branch,,,1 этаж,,
